traffic_date,traffic_time,ROUTE_ID,speed_kmh,valid,rain_obs_time,rain_est_mm_1h,rain_stations_used,rain_weight_used,baseline_type,baseline_time_bin,baseline_median_kmh,baseline_p25_kmh,baseline_p75_kmh,baseline_days,baseline_label,speed_diff_kmh,speed_diff_pct
2026-09-19,21:37:00,8945,95.4,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,92.25,91.62,92.88,2,Provisional,3.15,3.4
2026-09-19,21:37:00,9053,79.0,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,76.55,76.12,76.98,2,Provisional,2.45,3.2
2026-09-19,21:37:00,9117,69.7,Y,2026-09-19T21:15:00+08:00,0.0,3,0.9999999999999989,dow,43,68.65,68.62,68.67,2,Provisional,1.05,1.5
2026-09-19,21:37:00,9143,79.8,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,78.9,78.5,79.3,2,Provisional,0.9,1.1
2026-09-19,21:37:00,9149,79.0,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,76.55,76.12,76.98,2,Provisional,2.45,3.2
2026-09-19,21:37:00,9183,87.0,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,95.5,94.75,96.25,2,Provisional,-8.5,-8.9
2026-09-19,21:37:00,9194,82.0,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,81.0,81.0,81.0,2,Provisional,1.0,1.2
2026-09-19,21:37:00,9223,82.0,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,81.0,81.0,81.0,2,Provisional,1.0,1.2
2026-09-19,21:37:00,9251,97.7,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,92.5,92.35,92.65,2,Provisional,5.2,5.6
2026-09-19,21:37:00,9255,88.8,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,86.3,85.95,86.65,2,Provisional,2.5,2.9
2026-09-19,21:37:00,9258,82.0,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,81.0,81.0,81.0,2,Provisional,1.0,1.2
2026-09-19,21:37:00,9259,85.0,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,89.35,88.08,90.62,2,Provisional,-4.35,-4.9
2026-09-19,21:37:00,9274,107.0,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,96.45,95.33,97.58,2,Provisional,10.55,10.9
2026-09-19,21:37:00,9289,94.9,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,85.15,84.97,85.33,2,Provisional,9.75,11.5
2026-09-19,21:37:00,9292,87.0,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,95.5,94.75,96.25,2,Provisional,-8.5,-8.9
2026-09-19,21:37:00,92944,82.0,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0000000000000009,dow,43,79.5,78.75,80.25,2,Provisional,2.5,3.1
2026-09-19,21:37:00,93471,75.4,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,74.2,74.1,74.3,2,Provisional,1.2,1.6
2026-09-19,21:37:00,9475,82.0,Y,2026-09-19T21:15:00+08:00,0.0,3,1.000000000000001,dow,43,79.5,78.75,80.25,2,Provisional,2.5,3.1
2026-09-19,21:37:00,9496,87.0,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,95.5,94.75,96.25,2,Provisional,-8.5,-8.9
2026-09-19,21:37:00,9567,93.0,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0000000000000009,dow,43,89.1,88.6,89.6,2,Provisional,3.9,4.4
2026-09-19,21:37:00,97212,75.4,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,74.2,74.1,74.3,2,Provisional,1.2,1.6
2026-09-19,21:37:00,97214,82.0,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,79.5,78.75,80.25,2,Provisional,2.5,3.1
2026-09-19,21:37:00,9738,61.6,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,61.1,60.85,61.35,2,Provisional,0.5,0.8
2026-09-19,21:37:00,9800,82.0,Y,2026-09-19T21:15:00+08:00,0.0,3,0.9999999999999999,dow,43,81.0,81.0,81.0,2,Provisional,1.0,1.2
2026-09-19,21:37:00,9805,94.1,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,95.1,94.9,95.3,2,Provisional,-1.0,-1.1
2026-09-19,21:37:00,9882,99.9,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,92.75,92.17,93.33,2,Provisional,7.15,7.7
2026-09-19,21:37:00,9903,98.2,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,92.1,92.05,92.15,2,Provisional,6.1,6.6
2026-09-19,21:37:00,9908,101.1,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,94.0,92.75,95.25,2,Provisional,7.1,7.6
2026-09-19,21:37:00,9933,69.7,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,68.65,68.62,68.67,2,Provisional,1.05,1.5
2026-09-19,21:37:00,109125,73.7,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,71.45,70.72,72.18,2,Provisional,2.25,3.1
2026-09-19,21:37:00,109126,73.4,Y,2026-09-19T21:15:00+08:00,0.0,3,0.999999999999999,dow,43,72.95,72.68,73.22,2,Provisional,0.45,0.6
2026-09-19,21:37:00,109127,69.6,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,67.35,67.03,67.67,2,Provisional,2.25,3.3
2026-09-19,21:37:00,109128,77.0,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0000000000000009,dow,43,77.0,77.0,77.0,2,Provisional,0.0,0.0
2026-09-19,21:37:00,110531,73.1,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0000000000000009,dow,43,72.6,72.6,72.6,2,Provisional,0.5,0.7
2026-09-19,21:37:00,110551,66.9,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,71.5,70.9,72.1,2,Provisional,-4.6,-6.4
2026-09-19,21:37:00,110851,74.0,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,74.2,73.9,74.5,2,Provisional,-0.2,-0.3
2026-09-19,21:37:00,111732,76.3,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,79.1,78.4,79.8,2,Provisional,-2.8,-3.5
2026-09-19,21:37:00,111733,69.2,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,60.95,56.42,65.47,2,Provisional,8.25,13.5
2026-09-19,21:37:00,111746,81.1,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,85.35,84.03,86.67,2,Provisional,-4.25,-5.0
2026-09-19,21:37:00,111748,73.7,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,63.45,59.08,67.83,2,Provisional,10.25,16.2
2026-09-19,21:37:00,111862,68.9,Y,2026-09-19T21:15:00+08:00,0.0,3,1.000000000000001,dow,43,71.15,71.12,71.17,2,Provisional,-2.25,-3.2
2026-09-19,21:37:00,111863,49.4,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,54.2,54.15,54.25,2,Provisional,-4.8,-8.9
2026-09-19,21:37:00,111898,59.1,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,57.55,57.27,57.83,2,Provisional,1.55,2.7
2026-09-19,21:37:00,111900,55.0,Y,2026-09-19T21:15:00+08:00,0.0,3,0.9999999999999991,dow,43,56.1,55.8,56.4,2,Provisional,-1.1,-2.0
2026-09-19,21:37:00,111902,70.0,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,68.0,67.5,68.5,2,Provisional,2.0,2.9
2026-09-19,21:37:00,111904,70.0,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,68.0,67.5,68.5,2,Provisional,2.0,2.9
2026-09-19,21:37:00,111905,70.0,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,68.0,67.5,68.5,2,Provisional,2.0,2.9
2026-09-19,21:37:00,112122,78.2,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,80.35,80.22,80.47,2,Provisional,-2.15,-2.7
2026-09-19,21:37:00,112209,65.7,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,66.05,65.98,66.12,2,Provisional,-0.35,-0.5
2026-09-19,21:37:00,120282,85.1,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,81.2,80.95,81.45,2,Provisional,3.9,4.8
2026-09-19,21:37:00,121514,44.9,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,54.45,53.48,55.42,2,Provisional,-9.55,-17.5
2026-09-19,21:37:00,121515,53.8,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,50.5,50.0,51.0,2,Provisional,3.3,6.5
2026-09-19,21:37:00,121516,46.0,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,46.65,46.33,46.97,2,Provisional,-0.65,-1.4
2026-09-19,21:37:00,145854,67.4,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,73.6,73.55,73.65,2,Provisional,-6.2,-8.4
2026-09-19,21:37:00,163838,76.0,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,75.5,75.25,75.75,2,Provisional,0.5,0.7
2026-09-19,21:37:00,165371,73.6,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,74.45,74.27,74.62,2,Provisional,-0.85,-1.1
2026-09-19,21:37:00,165372,72.7,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,73.1,72.65,73.55,2,Provisional,-0.4,-0.5
2026-09-19,21:37:00,260220,76.0,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,73.25,73.03,73.47,2,Provisional,2.75,3.8
2026-09-19,21:37:00,260221,76.3,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,73.6,73.3,73.9,2,Provisional,2.7,3.7
2026-09-19,21:37:00,260731,78.5,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,76.1,75.75,76.45,2,Provisional,2.4,3.2
2026-09-19,21:37:00,260732,84.9,Y,2026-09-19T21:15:00+08:00,0.0,3,0.9999999999999989,dow,43,86.8,86.75,86.85,2,Provisional,-1.9,-2.2
2026-09-19,21:37:00,260852,74.7,Y,2026-09-19T21:15:00+08:00,0.0,3,0.999999999999999,dow,43,75.05,75.03,75.07,2,Provisional,-0.35,-0.5
2026-09-19,21:37:00,261303,67.0,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,70.15,69.38,70.92,2,Provisional,-3.15,-4.5
2026-09-19,21:37:00,261306,54.8,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,61.65,61.47,61.83,2,Provisional,-6.85,-11.1
2026-09-19,21:37:00,263013,95.7,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,92.75,92.22,93.28,2,Provisional,2.95,3.2
2026-09-19,21:37:00,263014,95.7,Y,2026-09-19T21:15:00+08:00,0.0,3,1.000000000000001,dow,43,92.75,92.22,93.28,2,Provisional,2.95,3.2
2026-09-19,21:37:00,263015,95.7,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,92.75,92.22,93.28,2,Provisional,2.95,3.2
2026-09-19,21:37:00,263016,87.5,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,89.3,89.1,89.5,2,Provisional,-1.8,-2.0
2026-09-19,21:37:00,263017,87.5,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,89.3,89.1,89.5,2,Provisional,-1.8,-2.0
2026-09-19,21:37:00,263122,68.8,Y,,,,,dow,43,76.25,76.17,76.33,2,Provisional,-7.45,-9.8
2026-09-19,21:37:00,263124,87.5,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,89.3,89.1,89.5,2,Provisional,-1.8,-2.0
2026-09-19,21:37:00,263212,68.5,Y,,,,,dow,43,76.25,76.12,76.38,2,Provisional,-7.75,-10.2
2026-09-19,21:37:00,263262,66.1,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,81.3,80.55,82.05,2,Provisional,-15.2,-18.7
2026-09-19,21:37:00,263304,69.7,Y,,,,,dow,43,76.0,76.0,76.0,2,Provisional,-6.3,-8.3
2026-09-19,21:37:00,263442,87.5,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,89.3,89.1,89.5,2,Provisional,-1.8,-2.0
2026-09-19,21:37:00,263443,70.3,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,75.8,75.8,75.8,2,Provisional,-5.5,-7.3
2026-09-19,21:37:00,263864,87.3,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,89.85,88.92,90.78,2,Provisional,-2.55,-2.8
2026-09-19,21:37:00,263882,98.0,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,95.25,95.08,95.42,2,Provisional,2.75,2.9
2026-09-19,21:37:00,263962,88.0,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,87.8,87.25,88.35,2,Provisional,0.2,0.2
2026-09-19,21:37:00,264002,98.0,Y,2026-09-19T21:15:00+08:00,0.0,3,0.9999999999999998,dow,43,95.25,95.08,95.42,2,Provisional,2.75,2.9
2026-09-19,21:37:00,264005,98.0,Y,2026-09-19T21:15:00+08:00,0.0,3,0.9999999999999997,dow,43,95.25,95.08,95.42,2,Provisional,2.75,2.9
2026-09-19,21:37:00,264083,99.4,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,87.5,86.95,88.05,2,Provisional,11.9,13.6
2026-09-19,21:37:00,264122,98.0,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0000000000000004,dow,43,95.25,95.08,95.42,2,Provisional,2.75,2.9
2026-09-19,21:37:00,264123,98.0,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,95.25,95.08,95.42,2,Provisional,2.75,2.9
2026-09-19,21:37:00,270743,79.9,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,81.25,80.38,82.12,2,Provisional,-1.35,-1.7
2026-09-19,21:37:00,270744,78.0,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0000000000000009,dow,43,80.7,80.7,80.7,2,Provisional,-2.7,-3.3
2026-09-19,21:37:00,270843,65.2,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,63.55,63.42,63.67,2,Provisional,1.65,2.6
2026-09-19,21:37:00,270844,70.0,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,68.0,67.5,68.5,2,Provisional,2.0,2.9
2026-09-19,21:37:00,279247,80,N,2026-09-19T21:15:00+08:00,0.0,3,1.000000000000001,,,,,,,,,
2026-09-19,21:37:00,279248,75.2,Y,2026-09-19T21:15:00+08:00,0.0,3,1.000000000000001,dow,43,75.9,75.85,75.95,2,Provisional,-0.7,-0.9
2026-09-19,21:37:00,279249,70.5,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,all,43,72.2,70.3,72.34,6,Developing,-1.7,-2.4
2026-09-19,21:37:00,279250,68.7,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0000000000000009,all,43,68.92,67.24,69.68,6,Developing,-0.22,-0.3
2026-09-19,21:37:00,279251,80,N,2026-09-19T21:15:00+08:00,0.0,3,1.0000000000000009,,,,,,,,,
2026-09-19,21:37:00,279252,73.5,Y,2026-09-19T21:15:00+08:00,0.0,3,0.9999999999999999,dow,43,73.95,73.88,74.02,2,Provisional,-0.45,-0.6
2026-09-19,21:37:00,279253,74.3,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,73.9,73.85,73.95,2,Provisional,0.4,0.5
2026-09-19,21:37:00,279254,70.3,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,71.15,71.08,71.22,2,Provisional,-0.85,-1.2
2026-09-19,21:37:00,279255,73.9,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,70.65,70.47,70.83,2,Provisional,3.25,4.6
2026-09-19,21:37:00,279256,73.3,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,70.75,70.47,71.03,2,Provisional,2.55,3.6
2026-09-19,21:37:00,279257,71.6,Y,2026-09-19T21:15:00+08:00,0.0,3,1.000000000000001,dow,43,70.5,70.3,70.7,2,Provisional,1.1,1.6
2026-09-19,21:37:00,279258,70.8,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0000000000000009,dow,43,70.55,70.53,70.57,2,Provisional,0.25,0.4
2026-09-19,21:37:00,279259,77.5,Y,2026-09-19T21:15:00+08:00,0.0,3,0.9999999999999999,dow,43,77.1,77.1,77.1,2,Provisional,0.4,0.5
2026-09-19,21:37:00,279260,75.0,Y,2026-09-19T21:15:00+08:00,0.0,3,1.000000000000001,day_type,43,74.53,74.26,74.79,2,Provisional,0.47,0.6
2026-09-19,21:37:00,279261,73.8,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,73.65,73.33,73.97,2,Provisional,0.15,0.2
2026-09-19,21:37:00,279262,82.9,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,81.7,81.2,82.2,2,Provisional,1.2,1.5
2026-09-19,21:37:00,279263,83.3,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,83.25,82.78,83.72,2,Provisional,0.05,0.1
2026-09-19,21:37:00,279264,73.4,Y,2026-09-19T21:15:00+08:00,0.0,3,1.000000000000001,dow,43,72.95,72.68,73.22,2,Provisional,0.45,0.6
2026-09-19,21:37:00,279265,72.4,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,70.3,69.8,70.8,2,Provisional,2.1,3.0
2026-09-19,21:37:00,279266,64.6,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,63.3,62.9,63.7,2,Provisional,1.3,2.1
2026-09-19,21:37:00,279267,77.0,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,77.0,77.0,77.0,2,Provisional,0.0,0.0
2026-09-19,21:37:00,279665,72.4,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,60.65,55.83,65.47,2,Provisional,11.75,19.4
2026-09-19,21:37:00,279666,67.2,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,59.3,54.8,63.8,2,Provisional,7.9,13.3
2026-09-19,21:37:00,279667,71.0,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,60.45,55.77,65.12,2,Provisional,10.55,17.5
2026-09-19,21:37:00,279668,58.5,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,61.0,60.6,61.4,2,Provisional,-2.5,-4.1
2026-09-19,21:37:00,279683,84.0,Y,2026-09-19T21:15:00+08:00,0.0,3,0.999999999999999,dow,43,80.95,78.93,82.97,2,Provisional,3.05,3.8
2026-09-19,21:37:00,279708,65.7,Y,2026-09-19T21:15:00+08:00,0.0,3,0.9999999999999989,dow,43,63.05,61.67,64.42,2,Provisional,2.65,4.2
2026-09-19,21:37:00,279709,71.7,Y,2026-09-19T21:15:00+08:00,0.0,3,1.000000000000001,dow,43,74.0,73.25,74.75,2,Provisional,-2.3,-3.1
2026-09-19,21:37:00,279710,74.5,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0000000000000009,dow,43,74.85,74.72,74.97,2,Provisional,-0.35,-0.5
2026-09-19,21:37:00,279711,66.7,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0000000000000009,dow,43,71.05,70.62,71.48,2,Provisional,-4.35,-6.1
2026-09-19,21:37:00,279712,70.6,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,73.85,73.78,73.92,2,Provisional,-3.25,-4.4
2026-09-19,21:37:00,279723,70.3,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0000000000000009,dow,43,72.25,72.08,72.42,2,Provisional,-1.95,-2.7
2026-09-19,21:37:00,279724,80.0,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,80.7,80.45,80.95,2,Provisional,-0.7,-0.9
2026-09-19,21:37:00,279743,100,N,2026-09-19T21:15:00+08:00,0.0,3,1.0,,,,,,,,,
2026-09-19,21:37:00,279744,80.2,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,day_type,43,80.9,80.75,81.05,2,Provisional,-0.7,-0.9
2026-09-19,21:37:00,279883,80.1,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0000000000000009,dow,43,81.35,80.38,82.33,2,Provisional,-1.25,-1.5
2026-09-19,21:37:00,279884,84.0,Y,2026-09-19T21:15:00+08:00,0.0,3,0.9999999999999989,dow,43,83.55,83.38,83.73,2,Provisional,0.45,0.5
2026-09-19,21:37:00,279885,83.7,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,79.9,79.1,80.7,2,Provisional,3.8,4.8
2026-09-19,21:37:00,279886,86.7,Y,2026-09-19T21:15:00+08:00,0.0,3,0.999999999999999,dow,43,85.2,85.05,85.35,2,Provisional,1.5,1.8
2026-09-19,21:37:00,279887,94.2,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,93.3,92.8,93.8,2,Provisional,0.9,1.0
2026-09-19,21:37:00,279888,82.7,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,82.25,82.08,82.42,2,Provisional,0.45,0.5
2026-09-19,21:37:00,279903,82.4,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0000000000000009,dow,43,81.8,81.15,82.45,2,Provisional,0.6,0.7
2026-09-19,21:37:00,279965,97.1,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0000000000000009,dow,43,93.7,93.65,93.75,2,Provisional,3.4,3.6
2026-09-19,21:37:00,285286,28.4,Y,2026-09-19T21:15:00+08:00,0.0,3,1.000000000000001,dow,43,28.85,28.23,29.48,2,Provisional,-0.45,-1.6
2026-09-19,21:37:00,296037,77.0,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,80.0,80.0,80.0,2,Provisional,-3.0,-3.8
2026-09-19,21:37:00,296039,80.0,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,80.85,80.42,81.28,2,Provisional,-0.85,-1.1
2026-09-19,21:37:00,296040,90.5,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,94.75,94.38,95.12,2,Provisional,-4.25,-4.5
2026-09-19,21:37:00,296041,84.5,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,85.2,84.95,85.45,2,Provisional,-0.7,-0.8
2026-09-19,21:37:00,296053,94.0,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0000000000000009,dow,43,93.0,93.0,93.0,2,Provisional,1.0,1.1
2026-09-19,21:37:00,296054,84.5,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,85.2,84.95,85.45,2,Provisional,-0.7,-0.8
2026-09-19,21:37:00,296077,95.7,Y,2026-09-19T21:15:00+08:00,0.0,3,0.9999999999999991,dow,43,92.75,92.22,93.28,2,Provisional,2.95,3.2
2026-09-19,21:37:00,296078,80.0,Y,2026-09-19T21:15:00+08:00,0.0,3,0.999999999999999,dow,43,87.45,87.27,87.62,2,Provisional,-7.45,-8.5
2026-09-19,21:37:00,296141,80.0,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,80.2,80.1,80.3,2,Provisional,-0.2,-0.2
2026-09-19,21:37:00,296145,82.8,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,81.75,81.17,82.33,2,Provisional,1.05,1.3
2026-09-19,21:37:00,296149,80.0,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,87.65,83.83,91.47,2,Provisional,-7.65,-8.7
2026-09-19,21:37:00,296154,69.1,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,87.4,83.7,91.1,2,Provisional,-18.3,-20.9
2026-09-19,21:37:00,296164,58.3,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,80.0,80.0,80.0,2,Provisional,-21.7,-27.1
2026-09-19,21:37:00,296165,79.0,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,80.85,80.33,81.38,2,Provisional,-1.85,-2.3
2026-09-19,21:37:00,296176,84.0,Y,2026-09-19T21:15:00+08:00,0.0,3,0.9999999999999999,dow,43,77.5,77.25,77.75,2,Provisional,6.5,8.4
2026-09-19,21:37:00,296177,44.0,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,34.1,33.35,34.85,2,Provisional,9.9,29.0
2026-09-19,21:37:00,296178,44.0,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,34.1,33.35,34.85,2,Provisional,9.9,29.0
2026-09-19,21:37:00,296231,80.0,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,94.3,94.3,94.3,2,Provisional,-14.3,-15.2
2026-09-19,21:37:00,296234,80.0,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,97.65,95.58,99.72,2,Provisional,-17.65,-18.1
2026-09-19,21:37:00,296235,80.0,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,84.25,83.38,85.12,2,Provisional,-4.25,-5.0
2026-09-19,21:37:00,296237,82.0,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,82.65,82.58,82.72,2,Provisional,-0.65,-0.8
2026-09-19,21:37:00,296238,83.5,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,81.3,80.8,81.8,2,Provisional,2.2,2.7
2026-09-19,21:37:00,296239,82.0,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,83.5,83.1,83.9,2,Provisional,-1.5,-1.8
2026-09-19,21:37:00,296240,87.3,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,90.6,90.4,90.8,2,Provisional,-3.3,-3.6
2026-09-19,21:37:00,296288,71.8,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,73.9,72.25,75.55,2,Provisional,-2.1,-2.8
2026-09-19,21:37:00,56775,65.8,Y,2026-09-19T21:15:00+08:00,0.0,3,0.9999999999999989,dow,43,69.0,68.2,69.8,2,Provisional,-3.2,-4.6
2026-09-19,21:37:00,56779,70.4,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,67.1,66.4,67.8,2,Provisional,3.3,4.9
2026-09-19,21:37:00,56780,71.7,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,67.25,67.12,67.38,2,Provisional,4.45,6.6
2026-09-19,21:37:00,56782,62.2,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,69.75,69.53,69.97,2,Provisional,-7.55,-10.8
2026-09-19,21:37:00,56941,68.1,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,65.85,65.08,66.62,2,Provisional,2.25,3.4
2026-09-19,21:37:00,56944,56.0,Y,2026-09-19T21:15:00+08:00,0.0,3,0.9999999999999991,dow,43,63.2,63.2,63.2,2,Provisional,-7.2,-11.4
2026-09-19,21:37:00,56980,21.3,Y,2026-09-19T21:15:00+08:00,0.0,3,0.9999999999999999,dow,43,88.9,88.8,89.0,2,Provisional,-67.6,-76.0
2026-09-19,21:37:00,57058,21.3,Y,2026-09-19T21:15:00+08:00,0.0,3,1.000000000000001,dow,43,87.6,87.55,87.65,2,Provisional,-66.3,-75.7
2026-09-19,21:37:00,57101,87.5,Y,2026-09-19T21:15:00+08:00,0.0,3,1.0,dow,43,89.3,89.1,89.5,2,Provisional,-1.8,-2.0
